enbed200+rsvm
             precision    recall  f1-score   support

        0.0       0.99      0.89      0.94      3642
        1.0       0.21      0.80      0.33       132

avg / total       0.96      0.89      0.92      3774
10	0.9	0.067	0.934
20	0.95	0.138	0.957
30	0.967	0.211	0.967
40	0.9	0.259	0.92
50	0.86	0.307	0.89
60	0.783	0.331	0.832
70	0.7	0.342	0.768
80	0.688	0.374	0.753
90	0.644	0.39	0.717
100	0.61	0.405	0.687
200	0.43	0.434	0.697
300	0.327	0.434	0.756
500	0.21	0.434	0.788
1000	0.116	0.434	0.834
ClaimBuster
10	0.1	0.001	0.078
20	0.15	0.004	0.12
30	0.133	0.005	0.116
40	0.125	0.006	0.113
50	0.18	0.011	0.153
60	0.167	0.012	0.146
70	0.2	0.018	0.172
80	0.212	0.023	0.184
90	0.2	0.024	0.177
100	0.18	0.024	0.164
200	0.15	0.031	0.2
300	0.163	0.031	0.294
500	0.136	0.031	0.381
1000	0.092	0.031	0.48
