enbed100+rsvmsampledtest
             precision    recall  f1-score   support

        0.0       0.82      0.87      0.84       132
        1.0       0.86      0.80      0.83       132

avg / total       0.84      0.84      0.84       264
10	1.0	0.076	1.0
20	1.0	0.152	1.0
30	1.0	0.227	1.0
40	1.0	0.303	1.0
50	1.0	0.379	1.0
60	1.0	0.455	1.0
70	0.986	0.523	0.99
80	0.963	0.582	0.973
90	0.933	0.632	0.951
100	0.93	0.696	0.948
200	0.62	0.811	0.947
300	0.44	0.811	0.986
500	0.264	0.811	0.986
1000	0.132	0.811	0.986
