enbed100+rfcsampledtest
             precision    recall  f1-score   support

        0.0       0.71      1.00      0.83       132
        1.0       1.00      0.60      0.75       132

avg / total       0.86      0.80      0.79       264
10	1.0	0.076	1.0
20	1.0	0.152	1.0
30	1.0	0.227	1.0
40	1.0	0.303	1.0
50	1.0	0.379	1.0
60	1.0	0.455	1.0
70	1.0	0.53	1.0
80	0.988	0.598	0.991
90	0.967	0.658	0.976
100	0.94	0.708	0.956
200	0.605	0.787	0.93
300	0.44	0.787	0.985
500	0.264	0.787	0.985
1000	0.132	0.787	0.985
