enbed200+lsvm
             precision    recall  f1-score   support

        0.0       0.99      0.95      0.97      3642
        1.0       0.34      0.69      0.46       132

avg / total       0.97      0.94      0.95      3774
10	0.4	0.009	0.273
20	0.65	0.048	0.498
30	0.733	0.097	0.592
40	0.725	0.136	0.611
50	0.72	0.175	0.624
60	0.7	0.208	0.621
70	0.714	0.251	0.639
80	0.688	0.277	0.627
90	0.667	0.303	0.617
100	0.63	0.318	0.594
200	0.41	0.336	0.588
300	0.307	0.336	0.638
500	0.2	0.336	0.675
1000	0.115	0.336	0.737
ClaimBuster
10	0.1	0.001	0.078
20	0.15	0.004	0.12
30	0.133	0.005	0.116
40	0.125	0.006	0.113
50	0.18	0.011	0.153
60	0.167	0.012	0.146
70	0.2	0.018	0.172
80	0.212	0.023	0.184
90	0.2	0.024	0.177
100	0.18	0.024	0.164
200	0.15	0.031	0.2
300	0.163	0.031	0.294
500	0.136	0.031	0.381
1000	0.092	0.031	0.48
