enbed200+rsvmsampledtest
             precision    recall  f1-score   support

        0.0       0.81      0.87      0.84       132
        1.0       0.86      0.80      0.83       132

avg / total       0.84      0.83      0.83       264
10	1.0	0.076	1.0
20	1.0	0.152	1.0
30	1.0	0.227	1.0
40	1.0	0.303	1.0
50	1.0	0.379	1.0
60	0.983	0.446	0.988
70	0.943	0.498	0.959
80	0.912	0.547	0.936
90	0.911	0.609	0.933
100	0.91	0.672	0.931
200	0.625	0.798	0.95
300	0.44	0.798	0.985
500	0.264	0.798	0.985
1000	0.132	0.798	0.985
