enbed100+lsvmsampledtest
             precision    recall  f1-score   support

        0.0       0.79      0.89      0.84       132
        1.0       0.87      0.77      0.81       132

avg / total       0.83      0.83      0.83       264
10	0.8	0.039	0.641
20	0.9	0.105	0.768
30	0.933	0.174	0.822
40	0.95	0.246	0.853
50	0.96	0.318	0.874
60	0.967	0.391	0.888
70	0.971	0.465	0.9
80	0.95	0.523	0.891
90	0.944	0.588	0.892
100	0.93	0.645	0.885
200	0.635	0.748	0.91
300	0.44	0.748	0.934
500	0.264	0.748	0.934
1000	0.132	0.748	0.934
