enbed50+lsvmsampledtest
             precision    recall  f1-score   support

        0.0       0.82      0.90      0.86       132
        1.0       0.89      0.80      0.84       132

avg / total       0.86      0.85      0.85       264
10	1.0	0.076	1.0
20	1.0	0.152	1.0
30	1.0	0.227	1.0
40	1.0	0.303	1.0
50	1.0	0.379	1.0
60	1.0	0.455	1.0
70	1.0	0.53	1.0
80	1.0	0.606	1.0
90	0.978	0.665	0.984
100	0.96	0.724	0.971
200	0.645	0.827	0.975
300	0.44	0.827	0.99
500	0.264	0.827	0.99
1000	0.132	0.827	0.99
