enbed200+adasampledtest
             precision    recall  f1-score   support

        0.0       0.81      0.77      0.79       132
        1.0       0.78      0.82      0.80       132

avg / total       0.79      0.79      0.79       264
10	0.9	0.057	0.861
20	0.95	0.128	0.91
30	0.967	0.201	0.931
40	0.875	0.241	0.872
50	0.9	0.308	0.89
60	0.917	0.377	0.903
70	0.929	0.447	0.913
80	0.938	0.518	0.921
90	0.944	0.589	0.927
100	0.95	0.661	0.932
200	0.57	0.748	0.869
300	0.44	0.748	0.958
500	0.264	0.748	0.958
1000	0.132	0.748	0.958
