enbed50+ada
             precision    recall  f1-score   support

        0.0       0.99      0.71      0.83      3642
        1.0       0.09      0.82      0.17       132

avg / total       0.96      0.71      0.80      3774
10	0.3	0.008	0.247
20	0.2	0.009	0.193
30	0.133	0.009	0.148
40	0.125	0.01	0.14
50	0.1	0.01	0.12
60	0.117	0.012	0.129
70	0.114	0.013	0.126
80	0.125	0.015	0.133
90	0.122	0.016	0.13
100	0.12	0.017	0.128
200	0.12	0.02	0.169
300	0.09	0.02	0.184
500	0.088	0.02	0.26
1000	0.102	0.02	0.497
ClaimBuster
10	0.1	0.001	0.078
20	0.15	0.004	0.121
30	0.133	0.005	0.117
40	0.15	0.007	0.131
50	0.16	0.01	0.141
60	0.167	0.012	0.148
70	0.186	0.017	0.163
80	0.212	0.023	0.185
90	0.2	0.025	0.178
100	0.18	0.025	0.165
200	0.15	0.031	0.201
300	0.163	0.031	0.294
500	0.136	0.031	0.382
1000	0.092	0.031	0.481
