enbed100+lsvm
             precision    recall  f1-score   support

        0.0       0.99      0.93      0.96      3642
        1.0       0.28      0.77      0.41       132

avg / total       0.97      0.92      0.94      3774
10	0.1	0.001	0.064
20	0.55	0.031	0.396
30	0.7	0.08	0.536
40	0.775	0.136	0.616
50	0.82	0.197	0.67
60	0.833	0.254	0.697
70	0.814	0.298	0.698
80	0.775	0.329	0.68
90	0.733	0.352	0.658
100	0.7	0.374	0.639
200	0.45	0.389	0.631
300	0.313	0.389	0.651
500	0.208	0.389	0.697
1000	0.112	0.389	0.73
ClaimBuster
10	0.1	0.001	0.078
20	0.15	0.004	0.122
30	0.133	0.005	0.117
40	0.125	0.006	0.113
50	0.18	0.011	0.154
60	0.183	0.014	0.159
70	0.2	0.018	0.173
80	0.212	0.023	0.184
90	0.2	0.025	0.178
100	0.18	0.025	0.165
200	0.15	0.032	0.201
300	0.163	0.032	0.294
500	0.138	0.032	0.386
1000	0.092	0.032	0.481
