enbed100+adasampledtest
             precision    recall  f1-score   support

        0.0       0.77      0.63      0.69       132
        1.0       0.69      0.81      0.74       132

avg / total       0.73      0.72      0.72       264
10	1.0	0.076	1.0
20	1.0	0.152	1.0
30	0.967	0.22	0.978
40	0.85	0.252	0.893
50	0.88	0.317	0.908
60	0.883	0.377	0.907
70	0.9	0.445	0.917
80	0.912	0.514	0.924
90	0.922	0.583	0.93
100	0.93	0.654	0.935
200	0.59	0.703	0.901
300	0.44	0.703	0.971
500	0.264	0.703	0.971
1000	0.132	0.703	0.971
