enbed100+rsvm
             precision    recall  f1-score   support

        0.0       0.99      0.90      0.94      3642
        1.0       0.22      0.80      0.34       132

avg / total       0.97      0.89      0.92      3774
10	1.0	0.076	1.0
20	1.0	0.152	1.0
30	0.967	0.217	0.976
40	0.95	0.283	0.963
50	0.9	0.331	0.926
60	0.833	0.364	0.876
70	0.814	0.408	0.858
80	0.762	0.433	0.817
90	0.711	0.45	0.776
100	0.69	0.476	0.756
200	0.435	0.495	0.715
300	0.337	0.495	0.784
500	0.214	0.495	0.811
1000	0.116	0.495	0.848
ClaimBuster
10	0.1	0.001	0.078
20	0.15	0.004	0.122
30	0.133	0.005	0.117
40	0.125	0.006	0.113
50	0.18	0.011	0.154
60	0.183	0.014	0.159
70	0.2	0.018	0.173
80	0.212	0.023	0.184
90	0.2	0.025	0.178
100	0.18	0.025	0.165
200	0.15	0.032	0.201
300	0.163	0.032	0.294
500	0.138	0.032	0.386
1000	0.092	0.032	0.481
